filename,width,height,mode,mean_intensity,std_intensity,min_intensity,max_intensity,entropy,sharpness,has_nan
J094759.60+270505.3.jpg,800,800,RGB,37.938545833333336,31.748295220799903,0,255,6.475657496072269,14038.78816411,False
J121949.62+233741.2.jpg,800,800,RGB,38.31316354166667,29.12416646611832,0,255,6.503756723017398,13707.107473714997,False
J080426.22+504757.7.jpg,800,800,RGB,45.93114947916666,37.92592026352093,0,255,6.41891383836073,14953.494266185004,False
J095235.49+400058.3.jpg,800,800,RGB,42.6417953125,34.26822772758103,0,255,6.461644057906875,14798.54884579,False
J113317.83+053517.7.jpg,800,800,RGB,41.00221770833333,29.177521889691665,0,255,6.398967946844438,13129.980607214999,False
J163000.16+485258.7.jpg,800,800,RGB,48.65610885416667,40.705315938469894,0,255,6.782786175158269,14605.781642434999,False
J151552.88+002827.1.jpg,800,800,RGB,38.34959375,30.597741216359324,0,255,6.348482208062888,13904.103274815,False
J083214.75+263625.4.jpg,800,800,RGB,42.04849375,33.90852250329127,0,255,6.584240610555651,14214.795261500001,False
J160226.77+550512.3.jpg,800,800,RGB,47.44882447916667,31.723601030085906,0,255,6.572951776576526,14870.726379625,False
J125636.21+052810.8.jpg,800,800,RGB,39.585619270833334,29.70949835081583,0,255,6.470008927804543,13119.587135875001,False
J151324.59+061437.9.jpg,800,800,RGB,41.771384895833336,29.69289072510983,0,255,6.525854146518983,13624.85780941,False
J113709.21-024721.4.jpg,800,800,RGB,38.066997916666665,28.693326710883415,0,255,6.48549730799127,13435.082740535,False
J095706.59-015315.0.jpg,800,800,RGB,41.158488541666664,30.481573278083275,0,255,6.522531958950038,12034.156606764998,False
J143348.18+183039.3.jpg,800,800,RGB,40.517336979166664,33.358893530124064,0,255,6.542714945749106,14307.73235341,False
J145157.86+530952.4.jpg,800,800,RGB,44.512763541666665,32.9057317323594,0,255,6.428799848219999,14538.858622265,False
J115454.13+571301.2.jpg,800,800,RGB,41.6960734375,31.280135020069427,0,255,6.346876797169829,14782.133713985002,False
J074305.09+173042.6.jpg,800,800,RGB,43.5832359375,29.432404882975074,0,255,6.376801957853933,14024.96159646,False
J160050.21+291210.0.jpg,800,800,RGB,51.946528125,34.967577201486485,0,255,6.613332959838026,14561.545545365,False
J152238.37+274240.9.jpg,800,800,RGB,44.71903802083333,33.52704645835105,0,255,6.668752534488189,14131.079229124998,False
